0x2030: "‰"
0xff785: "󿞅"
0xff786: "󿞆"
0xff787: "󿞇"
0xff788: "󿞈"
0xff789: "󿞉"
0xff78a: "󿞊"
0xff78b: "󿞋"
0xff78c: "󿞌"
0xff78d: "󿞍"
0xff78e: "󿞎"
0xff78f: "󿞏"
0xff790: "󿞐"
0xff791: "󿞑"
0xff792: "󿞒"
0xff793: "󿞓"
0xff794: "󿞔"
0xff795: "󿞕"
0xff796: "󿞖"
0xff797: "󿞗"
0xff798: "󿞘"
0xff799: "󿞙"
0xff79a: "󿞚"
0xff79b: "󿞛"
0xff79c: "󿞜"
0xff79d: "󿞝"
0xff79e: "󿞞"
0xff79f: "󿞟"
0xff7a0: "󿞠"
0xff7a1: "󿞡"
0xff7a2: "󿞢"
0xff7a3: "󿞣"
0xff7a4: "󿞤"
0xff7a5: "󿞥"
0xff7a6: "󿞦"
0xff7a7: "󿞧"
0xff7a8: "󿞨"
0xff7a9: "󿞩"
0xff7aa: "󿞪"
0xff7ab: "󿞫"
0xff7ac: "󿞬"
0xff7ad: "󿞭"
0xff7ae: "󿞮"
0xff7af: "󿞯"
0xff7b0: "󿞰"
0xff7b1: "󿞱"
0xff7b2: "󿞲"
0xff7b3: "󿞳"
0xff7b4: "󿞴"
0xff7b5: "󿞵"
0xff7b6: "󿞶"
0xff7b7: "󿞷"
0xff7b8: "󿞸"
0xff7b9: "󿞹"
0xff7ba: "󿞺"
0xff7bb: "󿞻"
0xff7bc: "󿞼"
0xff7bd: "󿞽"
0xff7be: "󿞾"
0xff7bf: "󿞿"
0xff7c0: "󿟀"
0xff7c1: "󿟁"
0xff7c2: "󿟂"
0xff7c3: "󿟃"
0xff7c4: "󿟄"
0xff7c5: "󿟅"
0xff7c6: "󿟆"
0xff7c7: "󿟇"
0xff7c8: "󿟈"
0xff7c9: "󿟉"
0xff7ca: "󿟊"
0xff7cb: "󿟋"
0xff7cc: "󿟌"
0xff7cd: "󿟍"
0xff7ce: "󿟎"
0xff7cf: "󿟏"
0xff7d0: "󿟐"
0xff7d1: "󿟑"
0xff7d2: "󿟒"
0xff7d3: "󿟓"
0xff7d4: "󿟔"
0xff7d5: "󿟕"
0xff7d6: "󿟖"
0xff7d7: "󿟗"
0xff7d8: "󿟘"
0xff7d9: "󿟙"
0xff7da: "󿟚"
0xff7db: "󿟛"
0xff7dc: "󿟜"
0xff7dd: "󿟝"
0xff7de: "󿟞"
0xff7df: "󿟟"
0xff7e0: "󿟠"
0xff7e1: "󿟡"
0xff7e2: "󿟢"
0xff7e3: "󿟣"
0xff7e4: "󿟤"
0xff7e5: "󿟥"
0xff7e6: "󿟦"
0xff7e7: "󿟧"
0xff7e8: "󿟨"
0xff7e9: "󿟩"
0xff7ea: "󿟪"
0xff7eb: "󿟫"
0xff7ec: "󿟬"
0xff7ed: "󿟭"
0xff7ee: "󿟮"
0xff7ef: "󿟯"
0xff7f0: "󿟰"
0xff7f1: "󿟱"
0xff7f2: "󿟲"
0xff7f3: "󿟳"
0xff7f4: "󿟴"
0xff7f5: "󿟵"
0xff7f6: "󿟶"
0xff7f7: "󿟷"
0xff7f8: "󿟸"
0xff7f9: "󿟹"
0xff7fa: "󿟺"
0xff7fb: "󿟻"
0xff7fc: "󿟼"
0xff7fd: "󿟽"
0xff7fe: "󿟾"
0xff7ff: "󿟿"
0xff800: "󿠀"
0xff801: "󿠁"
0xff802: "󿠂"
0xff803: "󿠃"
0xff804: "󿠄"
0xff805: "󿠅"
0xff806: "󿠆"
0xff807: "󿠇"
0xff808: "󿠈"
0xff809: "󿠉"
0xff80a: "󿠊"
0xff80b: "󿠋"
0xff80c: "󿠌"
0xff80d: "󿠍"
0xff80e: "󿠎"
0xff80f: "󿠏"
0xff810: "󿠐"
0xff811: "󿠑"
0xff812: "󿠒"
0xff813: "󿠓"
0xff814: "󿠔"
0xff815: "󿠕"
0xff816: "󿠖"
0xff817: "󿠗"
0xff818: "󿠘"
0xff819: "󿠙"
0xff81a: "󿠚"
0xff81b: "󿠛"
0xff81c: "󿠜"
0xff81d: "󿠝"
0xff81e: "󿠞"
0xff81f: "󿠟"
0xff820: "󿠠"
0xff821: "󿠡"
0xff822: "󿠢"
0xff823: "󿠣"
0xff824: "󿠤"
0xff825: "󿠥"
0xff826: "󿠦"
0xff827: "󿠧"
0xff828: "󿠨"
0xff829: "󿠩"
0xff82a: "󿠪"
0xff82b: "󿠫"
0xff82c: "󿠬"
0xff82d: "󿠭"
0xff82e: "󿠮"
0xff82f: "󿠯"
0xff830: "󿠰"
0xff831: "󿠱"
0xff832: "󿠲"
0xff833: "󿠳"
0xff834: "󿠴"
0xff835: "󿠵"
0xff836: "󿠶"
0xff837: "󿠷"
0xff838: "󿠸"
0xff839: "󿠹"
0xff83a: "󿠺"
0xff83b: "󿠻"
0xff83c: "󿠼"
0xff83d: "󿠽"
0xff83e: "󿠾"
0xff83f: "󿠿"
0xff840: "󿡀"
0xff841: "󿡁"
0xff842: "󿡂"
0xff843: "󿡃"
0xff844: "󿡄"
0xff845: "󿡅"
0xff846: "󿡆"
0xff847: "󿡇"
0xff848: "󿡈"
0xff849: "󿡉"
0xff84a: "󿡊"
0xff84b: "󿡋"
0xff84c: "󿡌"
0xff84d: "󿡍"
0xff84e: "󿡎"
0xff84f: "󿡏"
0xff850: "󿡐"
0xff851: "󿡑"
0xff852: "󿡒"
0xff853: "󿡓"
0xff854: "󿡔"
0xff855: "󿡕"
0xff856: "󿡖"
0xff857: "󿡗"
0xff858: "󿡘"
0xff859: "󿡙"
0xff85a: "󿡚"
0xff85b: "󿡛"
0xff85c: "󿡜"
0xff85d: "󿡝"
0xff85e: "󿡞"
0xff85f: "󿡟"
0xff860: "󿡠"
0xff861: "󿡡"
0xff862: "󿡢"
0xff863: "󿡣"
0xff864: "󿡤"
0xff865: "󿡥"
0xff866: "󿡦"
0xff867: "󿡧"
0xff868: "󿡨"
0xff869: "󿡩"
0xff86a: "󿡪"
0xff86b: "󿡫"
0xff86c: "󿡬"
0xff86d: "󿡭"
0xff86e: "󿡮"
0xff86f: "󿡯"
0xff870: "󿡰"
0xff871: "󿡱"
0xff872: "󿡲"
0xff873: "󿡳"
0xff874: "󿡴"
0xff875: "󿡵"
0xff876: "󿡶"
0xff877: "󿡷"
0xff878: "󿡸"
0xff879: "󿡹"
0xff87a: "󿡺"
0xff87b: "󿡻"
0xff87c: "󿡼"
0xff87d: "󿡽"
0xff87e: "󿡾"
0xff87f: "󿡿"
0xff880: "󿢀"
0xff881: "󿢁"
0xff882: "󿢂"
0xff883: "󿢃"
0xff884: "󿢄"
0xff885: "󿢅"
0xff886: "󿢆"
0xff887: "󿢇"
0xff888: "󿢈"
0xff889: "󿢉"
0xff88a: "󿢊"
0xff88b: "󿢋"
0xff88c: "󿢌"
0xff88d: "󿢍"
0xff88e: "󿢎"
0xff88f: "󿢏"
0xff890: "󿢐"
0xff891: "󿢑"
0xff892: "󿢒"
0xff893: "󿢓"
0xff894: "󿢔"
0xff895: "󿢕"
0xff896: "󿢖"
0xff897: "󿢗"
0xff898: "󿢘"
0xff899: "󿢙"
0xff89a: "󿢚"
0xff89b: "󿢛"
0xff89c: "󿢜"
0xff89d: "󿢝"
0xff89e: "󿢞"
0xff89f: "󿢟"
0xff8a0: "󿢠"
0xff8a1: "󿢡"
0xff8a2: "󿢢"
0xff8a3: "󿢣"
0xff8a4: "󿢤"
0xff8a5: "󿢥"
0xff8a6: "󿢦"
0xff8a7: "󿢧"
0xff8a8: "󿢨"
0xff8a9: "󿢩"
0xff8aa: "󿢪"
0xff8ab: "󿢫"
0xff8ac: "󿢬"
0xff8ad: "󿢭"
0xff8ae: "󿢮"
0xff8af: "󿢯"
0xff8b0: "󿢰"
0xff8b1: "󿢱"
0xff8b2: "󿢲"
0xff8b3: "󿢳"
0xff8b4: "󿢴"
0xff8b5: "󿢵"
0xff8b6: "󿢶"
0xff8b7: "󿢷"
0xff8b8: "󿢸"
0xff8b9: "󿢹"
0xff8ba: "󿢺"
0xff8bb: "󿢻"
0xff8bc: "󿢼"
0xff8bd: "󿢽"
0xff8be: "󿢾"
0xff8bf: "󿢿"
0xff8c0: "󿣀"
0xff8c1: "󿣁"
0xff8c2: "󿣂"
0xff8c3: "󿣃"
0xff8c4: "󿣄"
0xff8c5: "󿣅"
0xff8c6: "󿣆"
0xff8c7: "󿣇"
0xff8c8: "󿣈"
0xff8c9: "󿣉"
0xff8ca: "󿣊"
0xff8cb: "󿣋"
0xff8cc: "󿣌"
0xff8cd: "󿣍"
0xff8ce: "󿣎"
0xff8cf: "󿣏"
0xff8d0: "󿣐"
0xff8d1: "󿣑"
0xff8d2: "󿣒"
0xff8d3: "󿣓"
0xff8d4: "󿣔"
0xff8d5: "󿣕"
0xff8d6: "󿣖"
0xff8d7: "󿣗"
0xff8d8: "󿣘"
0xff8d9: "󿣙"
0xff8da: "󿣚"
0xff8db: "󿣛"
0xff8dc: "󿣜"
0xff8dd: "󿣝"
0xff8de: "󿣞"
0xff8df: "󿣟"
0xff8e0: "󿣠"
0xff8e1: "󿣡"
0xff8e2: "󿣢"
0xff8e3: "󿣣"
0xff8e4: "󿣤"
0xff8e5: "󿣥"
0xff8e6: "󿣦"
0xff8e7: "󿣧"
0xff8e8: "󿣨"
0xff8e9: "󿣩"
0xff8ea: "󿣪"
0xff8eb: "󿣫"
0xff8ec: "󿣬"
0xff8ed: "󿣭"
0xff8ee: "󿣮"
0xff8ef: "󿣯"
0xff8f0: "󿣰"
0xff8f1: "󿣱"
0xff8f2: "󿣲"
0xff8f3: "󿣳"
0xff8f4: "󿣴"
0xff8f5: "󿣵"
0xff8f6: "󿣶"
0xff8f7: "󿣷"
0xff8f8: "󿣸"
0xff8f9: "󿣹"
0xff8fa: "󿣺"
0xff8fb: "󿣻"
0xff8fc: "󿣼"
0xff8fd: "󿣽"
0xff8fe: "󿣾"
0xff8ff: "󿣿"
0xff900: "󿤀"
0xff901: "󿤁"
0xff902: "󿤂"
0xff903: "󿤃"
0xff904: "󿤄"
0xff905: "󿤅"
0xff906: "󿤆"
0xff907: "󿤇"
0xff908: "󿤈"
0xff909: "󿤉"
0xff90a: "󿤊"
0xff90b: "󿤋"
0xff90c: "󿤌"
0xff90d: "󿤍"
0xff90e: "󿤎"
0xff90f: "󿤏"
0xff910: "󿤐"
0xff911: "󿤑"
0xff912: "󿤒"
0xff913: "󿤓"
0xff914: "󿤔"
0xff915: "󿤕"
0xff916: "󿤖"
0xff917: "󿤗"
0xff918: "󿤘"
0xff919: "󿤙"
0xff91a: "󿤚"
0xff91b: "󿤛"
0xff91c: "󿤜"
0xff91d: "󿤝"
0xff91e: "󿤞"
0xff91f: "󿤟"
0xff920: "󿤠"
0xff921: "󿤡"
0xff922: "󿤢"
0xff923: "󿤣"
0xff924: "󿤤"
0xff925: "󿤥"
0xff926: "󿤦"
0xff927: "󿤧"
0xff928: "󿤨"
0xff929: "󿤩"
0xff92a: "󿤪"
0xff92b: "󿤫"
0xff92c: "󿤬"
0xff92d: "󿤭"
0xff92e: "󿤮"
0xff92f: "󿤯"
0xff930: "󿤰"
0xff931: "󿤱"
0xff932: "󿤲"
0xff933: "󿤳"
0xff934: "󿤴"
0xff935: "󿤵"
0xff936: "󿤶"
0xff937: "󿤷"
0xff938: "󿤸"
0xff939: "󿤹"
0xff93a: "󿤺"
0xff93b: "󿤻"
0xff93c: "󿤼"
0xff93d: "󿤽"
0xff93e: "󿤾"
0xff93f: "󿤿"
0xff940: "󿥀"
0xff941: "󿥁"
0xff942: "󿥂"
0xff943: "󿥃"
0xff944: "󿥄"
0xff945: "󿥅"
0xff946: "󿥆"
0xff947: "󿥇"
0xff948: "󿥈"
0xff949: "󿥉"
0xff94a: "󿥊"
0xff94b: "󿥋"
0xff94c: "󿥌"
0xff94d: "󿥍"
0xff94e: "󿥎"
0xff94f: "󿥏"
0xff950: "󿥐"
0xff951: "󿥑"
0xff952: "󿥒"
0xff953: "󿥓"
0xff954: "󿥔"
0xff955: "󿥕"
0xff956: "󿥖"
0xff957: "󿥗"
0xff958: "󿥘"
0xff959: "󿥙"
0xff95a: "󿥚"
0xff95b: "󿥛"
0xff95c: "󿥜"
0xff95d: "󿥝"
0xff95e: "󿥞"
0xff95f: "󿥟"
0xff960: "󿥠"
0xff961: "󿥡"
0xff962: "󿥢"
0xff963: "󿥣"
0xff964: "󿥤"
0xff965: "󿥥"
0xff966: "󿥦"
0xff967: "󿥧"
0xff968: "󿥨"
0xff969: "󿥩"
0xff96a: "󿥪"
0xff96b: "󿥫"
0xff96c: "󿥬"
0xff96d: "󿥭"
0xff96e: "󿥮"
0xff96f: "󿥯"
0xff970: "󿥰"
0xff971: "󿥱"
0xff972: "󿥲"
0xff973: "󿥳"
0xff974: "󿥴"
0xff975: "󿥵"
0xff976: "󿥶"
0xff977: "󿥷"
0xff978: "󿥸"
0xff979: "󿥹"
0xff97a: "󿥺"
0xff97b: "󿥻"
0xff97c: "󿥼"
0xff97d: "󿥽"
0xff97e: "󿥾"
0xff97f: "󿥿"
0xff980: "󿦀"
0xff981: "󿦁"
0xff982: "󿦂"
0xff983: "󿦃"
0xff984: "󿦄"
0xff985: "󿦅"
0xff986: "󿦆"
0xff987: "󿦇"
0xff988: "󿦈"
0xff989: "󿦉"
0xff98a: "󿦊"
0xff98b: "󿦋"
0xff98c: "󿦌"
0xff98d: "󿦍"
0xff98e: "󿦎"
0xff98f: "󿦏"
0xff990: "󿦐"
0xff991: "󿦑"
0xff992: "󿦒"
0xff993: "󿦓"
0xff994: "󿦔"
0xff995: "󿦕"
0xff996: "󿦖"
0xff997: "󿦗"
0xff998: "󿦘"
0xff999: "󿦙"
0xff99a: "󿦚"
0xff99b: "󿦛"
0xff99c: "󿦜"
0xff99d: "󿦝"
0xff99e: "󿦞"
0xff99f: "󿦟"
0xff9a0: "󿦠"
0xff9a1: "󿦡"
0xff9a2: "󿦢"
0xff9a3: "󿦣"
0xff9a4: "󿦤"
0xff9a5: "󿦥"
0xff9a6: "󿦦"
0xff9a7: "󿦧"
0xff9a8: "󿦨"
0xff9a9: "󿦩"
0xff9aa: "󿦪"
0xff9ab: "󿦫"
0xff9ac: "󿦬"
0xff9ad: "󿦭"
0xff9ae: "󿦮"
0xff9af: "󿦯"
0xff9b0: "󿦰"
0xff9b1: "󿦱"
0xff9b2: "󿦲"
0xff9b3: "󿦳"
0xff9b4: "󿦴"
0xff9b5: "󿦵"
0xff9b6: "󿦶"
0xff9b7: "󿦷"
0xff9b8: "󿦸"
0xff9b9: "󿦹"
0xff9ba: "󿦺"
0xff9bb: "󿦻"
0xff9bc: "󿦼"
0xff9bd: "󿦽"
0xff9be: "󿦾"
0xff9bf: "󿦿"
0xff9c0: "󿧀"
0xff9c1: "󿧁"
0xff9c2: "󿧂"
0xff9c3: "󿧃"
0xff9c4: "󿧄"
0xff9c5: "󿧅"
0xff9c6: "󿧆"
0xff9c7: "󿧇"
0xff9c8: "󿧈"
0xff9c9: "󿧉"
0xff9ca: "󿧊"
0xff9cb: "󿧋"
0xff9cc: "󿧌"
0xff9cd: "󿧍"
0xff9ce: "󿧎"
0xff9cf: "󿧏"
0xff9d0: "󿧐"
0xff9d1: "󿧑"
0xff9d2: "󿧒"
0xff9d3: "󿧓"
0xff9d4: "󿧔"
0xff9d5: "󿧕"
0xff9d6: "󿧖"
0xff9d7: "󿧗"
0xff9d8: "󿧘"
0xff9d9: "󿧙"
0xff9da: "󿧚"
0xff9db: "󿧛"
0xff9dc: "󿧜"
0xff9dd: "󿧝"
0xff9de: "󿧞"
0xff9df: "󿧟"
0xff9e0: "󿧠"
0xff9e1: "󿧡"
0xff9e2: "󿧢"
0xff9e3: "󿧣"
0xff9e4: "󿧤"
0xff9e5: "󿧥"
0xff9e6: "󿧦"
0xff9e7: "󿧧"
0xff9e8: "󿧨"
0xff9e9: "󿧩"
0xff9ea: "󿧪"
0xff9eb: "󿧫"
0xff9ec: "󿧬"
0xff9ed: "󿧭"
0xff9ee: "󿧮"
0xff9ef: "󿧯"
0xff9f0: "󿧰"
0xff9f1: "󿧱"
0xff9f2: "󿧲"
0xff9f3: "󿧳"
0xff9f4: "󿧴"
0xff9f5: "󿧵"
0xff9f6: "󿧶"
0xff9f7: "󿧷"
0xff9f8: "󿧸"
0xff9f9: "󿧹"
0xff9fa: "󿧺"
0xff9fb: "󿧻"
0xff9fc: "󿧼"
0xff9fd: "󿧽"
0xff9fe: "󿧾"
0xff9ff: "󿧿"
0xffa00: "󿨀"
0xffa01: "󿨁"
0xffa02: "󿨂"
0xffa03: "󿨃"
0xffa04: "󿨄"
0xffa05: "󿨅"
0xffa06: "󿨆"
0xffa07: "󿨇"
0xffa08: "󿨈"
0xffa09: "󿨉"
0xffa0a: "󿨊"
0xffa0b: "󿨋"
0xffa0c: "󿨌"
0xffa0d: "󿨍"
0xffa0e: "󿨎"
0xffa0f: "󿨏"
0xffa10: "󿨐"
0xffa11: "󿨑"
0xffa12: "󿨒"
0xffa13: "󿨓"
0xffa14: "󿨔"
0xffa15: "󿨕"
0xffa16: "󿨖"
0xffa17: "󿨗"
0xffa18: "󿨘"
0xffa19: "󿨙"
0xffa1a: "󿨚"
0xffa1b: "󿨛"
0xffa1c: "󿨜"
0xffa1d: "󿨝"
0xffa1e: "󿨞"
0xffa1f: "󿨟"
0xffa20: "󿨠"
0xffa21: "󿨡"
0xffa22: "󿨢"
0xffa23: "󿨣"
0xffa24: "󿨤"
0xffa25: "󿨥"
0xffa26: "󿨦"
0xffa27: "󿨧"
0xffa28: "󿨨"
0xffa29: "󿨩"
0xffa2a: "󿨪"
0xffa2b: "󿨫"
0xffa2c: "󿨬"
0xffa2d: "󿨭"
0xffa2e: "󿨮"
0xffa2f: "󿨯"
0xffa30: "󿨰"
0xffa31: "󿨱"
0xffa32: "󿨲"
0xffa33: "󿨳"
0xffa34: "󿨴"
0xffa35: "󿨵"
0xffa36: "󿨶"
0xffa37: "󿨷"
0xffa38: "󿨸"
0xffa39: "󿨹"
0xffa3a: "󿨺"
0xffa3b: "󿨻"
0xffa3c: "󿨼"
0xffa3d: "󿨽"
0xffa3e: "󿨾"
0xffa3f: "󿨿"
0xffa40: "󿩀"
0xffa41: "󿩁"
0xffa42: "󿩂"
0xffa43: "󿩃"
0xffa44: "󿩄"
0xffa45: "󿩅"
0xffa46: "󿩆"
0xffa47: "󿩇"
0xffa48: "󿩈"
0xffa49: "󿩉"
0xffa4a: "󿩊"
0xffa4b: "󿩋"
0xffa4c: "󿩌"
0xffa4d: "󿩍"
0xffa4e: "󿩎"
0xffa4f: "󿩏"
0xffa50: "󿩐"
0xffa51: "󿩑"
0xffa52: "󿩒"
0xffa53: "󿩓"
0xffa54: "󿩔"
0xffa55: "󿩕"
0xffa56: "󿩖"
0xffa57: "󿩗"
0xffa58: "󿩘"
0xffa59: "󿩙"
0xffa5a: "󿩚"
0xffa5b: "󿩛"
0xffa5c: "󿩜"
0xffa5d: "󿩝"
0xffa5e: "󿩞"
0xffa5f: "󿩟"
0xffa60: "󿩠"
0xffa61: "󿩡"
0xffa62: "󿩢"
0xffa63: "󿩣"
0xffa64: "󿩤"
0xffa65: "󿩥"
0xffa66: "󿩦"
0xffa67: "󿩧"
0xffa68: "󿩨"
0xffa69: "󿩩"
0xffa6a: "󿩪"
0xffa6b: "󿩫"
0xffa6c: "󿩬"
0xffa6d: "󿩭"
0xffa6e: "󿩮"
0xffa6f: "󿩯"
0xffa70: "󿩰"
0xffa71: "󿩱"
0xffa72: "󿩲"
0xffa73: "󿩳"
0xffa74: "󿩴"
0xffa75: "󿩵"
0xffa76: "󿩶"
0xffa77: "󿩷"
0xffa78: "󿩸"
0xffa79: "󿩹"
0xffa7a: "󿩺"
0xffa7b: "󿩻"
0xffa7c: "󿩼"
0xffa7d: "󿩽"
0xffa7e: "󿩾"
0xffa7f: "󿩿"
0xffa80: "󿪀"
0xffa81: "󿪁"
0xffa82: "󿪂"
0xffa83: "󿪃"
0xffa84: "󿪄"
0xffa85: "󿪅"
0xffa86: "󿪆"
0xffa87: "󿪇"
0xffa88: "󿪈"
0xffa89: "󿪉"
0xffa8a: "󿪊"
0xffa8b: "󿪋"
0xffa8c: "󿪌"
0xffa8d: "󿪍"
0xffa8e: "󿪎"
0xffa8f: "󿪏"
0xffa90: "󿪐"
0xffa91: "󿪑"
0xffa92: "󿪒"
0xffa93: "󿪓"
0xffa94: "󿪔"
0xffa95: "󿪕"
0xffa96: "󿪖"
0xffa97: "󿪗"
0xffa98: "󿪘"
0xffa99: "󿪙"
0xffa9a: "󿪚"
0xffa9b: "󿪛"
0xffa9c: "󿪜"
0xffa9d: "󿪝"
0xffa9e: "󿪞"
0xffa9f: "󿪟"
0xffaa0: "󿪠"
0xffaa1: "󿪡"
0xffaa2: "󿪢"
0xffaa3: "󿪣"
0xffaa4: "󿪤"
0xffaa5: "󿪥"
0xffaa6: "󿪦"
0xffaa7: "󿪧"
0xffaa8: "󿪨"
0xffaa9: "󿪩"
0xffaaa: "󿪪"
0xffaab: "󿪫"
0xffaac: "󿪬"
0xffaad: "󿪭"
0xffaae: "󿪮"
0xffaaf: "󿪯"
0xffab0: "󿪰"
0xffab1: "󿪱"
0xffab2: "󿪲"
0xffab3: "󿪳"
0xffab4: "󿪴"
0xffab5: "󿪵"
0xffab6: "󿪶"
0xffab7: "󿪷"
0xffab8: "󿪸"
0xffab9: "󿪹"
0xffaba: "󿪺"
0xffabb: "󿪻"
0xffabc: "󿪼"
0xffabd: "󿪽"
0xffabe: "󿪾"
0xffabf: "󿪿"
0xffac0: "󿫀"
0xffac1: "󿫁"
0xffac2: "󿫂"
0xffac3: "󿫃"
0xffac4: "󿫄"
0xffac5: "󿫅"
0xffac6: "󿫆"
0xffac7: "󿫇"
0xffac8: "󿫈"
0xffac9: "󿫉"
0xffaca: "󿫊"
0xffacb: "󿫋"
0xffacc: "󿫌"
0xffacd: "󿫍"
0xfface: "󿫎"
0xffacf: "󿫏"
0xffad0: "󿫐"
0xffad1: "󿫑"
0xffad2: "󿫒"
0xffad3: "󿫓"
0xffad4: "󿫔"
0xffad5: "󿫕"
0xffad6: "󿫖"
0xffad7: "󿫗"
0xffad8: "󿫘"
0xffad9: "󿫙"
0xffada: "󿫚"
0xffadb: "󿫛"
0xffadc: "󿫜"
0xffadd: "󿫝"
0xffade: "󿫞"
0xffadf: "󿫟"
0xffae0: "󿫠"
0xffae1: "󿫡"
0xffae2: "󿫢"
0xffae3: "󿫣"
0xffae4: "󿫤"
0xffae5: "󿫥"
0xffae6: "󿫦"
0xffae7: "󿫧"
0xffae8: "󿫨"
0xffae9: "󿫩"
0xffaea: "󿫪"
0xffaeb: "󿫫"
0xffaec: "󿫬"
0xffaed: "󿫭"
0xffaee: "󿫮"
0xffaef: "󿫯"
0xffaf0: "󿫰"
0xffaf1: "󿫱"
0xffaf2: "󿫲"
0xffaf3: "󿫳"
0xffaf4: "󿫴"
0xffaf5: "󿫵"
0xffaf6: "󿫶"
0xffaf7: "󿫷"
0xffaf8: "󿫸"
0xffaf9: "󿫹"
0xffafa: "󿫺"
0xffafb: "󿫻"
0xffafc: "󿫼"
0xffafd: "󿫽"
0xffafe: "󿫾"
0xffaff: "󿫿"
0xffb00: "󿬀"
0xffb01: "󿬁"
0xffb02: "󿬂"
0xffb03: "󿬃"
0xffb04: "󿬄"
0xffb05: "󿬅"
0xffb06: "󿬆"
0xffb07: "󿬇"
0xffb08: "󿬈"
0xffb09: "󿬉"
0xffb0a: "󿬊"
0xffb0b: "󿬋"
0xffb0c: "󿬌"
0xffb0d: "󿬍"
0xffb0e: "󿬎"
0xffb0f: "󿬏"
0xffb10: "󿬐"
0xffb11: "󿬑"
0xffb12: "󿬒"
0xffb13: "󿬓"
0xffb14: "󿬔"
0xffb15: "󿬕"
0xffb16: "󿬖"
0xffb17: "󿬗"
0xffb18: "󿬘"
0xffb19: "󿬙"
0xffb1a: "󿬚"
0xffb1b: "󿬛"
0xffb1c: "󿬜"
0xffb1d: "󿬝"
0xffb1e: "󿬞"
0xffb1f: "󿬟"
0xffb20: "󿬠"
0xffb21: "󿬡"
0xffb22: "󿬢"
0xffb23: "󿬣"
0xffb24: "󿬤"
0xffb25: "󿬥"
0xffb26: "󿬦"
0xffb27: "󿬧"
0xffb28: "󿬨"
0xffb29: "󿬩"
0xffb2a: "󿬪"
0xffb2b: "󿬫"
0xffb2c: "󿬬"
0xffb2d: "󿬭"
0xffb2e: "󿬮"
0xffb2f: "󿬯"
0xffb30: "󿬰"
0xffb31: "󿬱"
0xffb32: "󿬲"
0xffb33: "󿬳"
0xffb34: "󿬴"
0xffb35: "󿬵"
0xffb36: "󿬶"
0xffb37: "󿬷"
0xffb38: "󿬸"
0xffb39: "󿬹"
0xffb3a: "󿬺"
0xffb3b: "󿬻"
0xffb3c: "󿬼"
0xffb3d: "󿬽"
0xffb3e: "󿬾"
0xffb3f: "󿬿"
0xffb40: "󿭀"
0xffb41: "󿭁"
0xffb42: "󿭂"
0xffb43: "󿭃"
0xffb44: "󿭄"
0xffb45: "󿭅"
0xffb46: "󿭆"
0xffb47: "󿭇"
0xffb48: "󿭈"
0xffb49: "󿭉"
0xffb4a: "󿭊"
0xffb4b: "󿭋"
0xffb4c: "󿭌"
0xffb4d: "󿭍"
0xffb4e: "󿭎"
0xffb4f: "󿭏"
0xffb50: "󿭐"
0xffb51: "󿭑"
0xffb52: "󿭒"
0xffb53: "󿭓"
0xffb54: "󿭔"
0xffb55: "󿭕"
0xffb56: "󿭖"
0xffb57: "󿭗"
0xffb58: "󿭘"
0xffb59: "󿭙"
0xffb5a: "󿭚"
0xffb5b: "󿭛"
0xffb5c: "󿭜"
0xffb5d: "󿭝"
0xffb5e: "󿭞"
0xffb5f: "󿭟"
0xffb60: "󿭠"
0xffb61: "󿭡"
0xffb62: "󿭢"
0xffb63: "󿭣"
0xffb64: "󿭤"
0xffb65: "󿭥"
0xffb66: "󿭦"
0xffb67: "󿭧"
0xffb68: "󿭨"
0xffb69: "󿭩"
0xffb6a: "󿭪"
0xffb6b: "󿭫"
0xffb6c: "󿭬"
0xffb6d: "󿭭"
0xffb6e: "󿭮"
0xffb6f: "󿭯"
0xffb70: "󿭰"
0xffb71: "󿭱"
0xffb72: "󿭲"
0xffb73: "󿭳"
0xffb74: "󿭴"
0xffb75: "󿭵"
0xffb76: "󿭶"
0xffb77: "󿭷"
0xffb78: "󿭸"
0xffb79: "󿭹"
0xffb7a: "󿭺"
0xffb7b: "󿭻"
0xffb7c: "󿭼"
0xffb7d: "󿭽"
0xffb7e: "󿭾"
0xffb7f: "󿭿"
0xffb80: "󿮀"
0xffb81: "󿮁"
0xffb82: "󿮂"
0xffb83: "󿮃"
0xffb84: "󿮄"
0xffb85: "󿮅"
0xffb86: "󿮆"
0xffb87: "󿮇"
0xffb88: "󿮈"
0xffb89: "󿮉"
0xffb8a: "󿮊"
0xffb8b: "󿮋"
0xffb8c: "󿮌"
0xffb8d: "󿮍"
0xffb8e: "󿮎"
0xffb8f: "󿮏"
0xffb90: "󿮐"
0xffb91: "󿮑"
0xffb92: "󿮒"
0xffb93: "󿮓"
0xffb94: "󿮔"
0xffb95: "󿮕"
0xffb96: "󿮖"
0xffb97: "󿮗"
0xffb98: "󿮘"
0xffb99: "󿮙"
0xffb9a: "󿮚"
0xffb9b: "󿮛"
0xffb9c: "󿮜"
0xffb9d: "󿮝"
0xffb9e: "󿮞"
0xffb9f: "󿮟"
0xffba0: "󿮠"
0xffba1: "󿮡"
0xffba2: "󿮢"
0xffba3: "󿮣"
0xffba4: "󿮤"
0xffba5: "󿮥"
0xffba6: "󿮦"
0xffba7: "󿮧"
0xffba8: "󿮨"
0xffba9: "󿮩"
